,ArrDelay,Month,DayOfWeek,AirTime,Distance,TaxiIn,TaxiOut,DepDelay,Diverted,Carrier,Weather,NAS,Security,LateAircraft
2543,16,2,5,92,629,11,17,5,0,0,0,1,0,1
2544,2,12,7,107,674,2,28,-1,0,0,0,0,0,0
2545,-11,11,2,109,880,5,19,-4,0,0,0,0,0,0
2546,-25,8,6,44,302,11,5,-9,0,0,0,0,0,0
2547,1,6,3,83,581,10,19,1,0,0,0,0,0,0
2548,-10,7,5,151,1084,10,9,-6,0,0,0,0,0,0
2549,11,7,7,286,2401,14,20,4,0,0,0,0,0,0
2550,-1,4,2,122,802,5,12,-7,0,0,0,0,0,0
2551,50,1,6,117,911,9,33,28,0,1,0,1,0,0
2552,-9,10,3,81,588,4,9,-3,0,0,0,0,0,0
2553,-14,10,2,68,403,4,13,-11,0,0,0,0,0,0
2554,-3,7,5,280,2342,8,22,2,0,0,0,0,0,0
2555,-21,3,6,273,2521,6,14,-5,0,0,0,0,0,0
2556,-15,11,5,86,546,3,6,-5,0,0,0,0,0,0
2557,-2,1,5,122,997,4,16,11,0,0,0,0,0,0
2558,62,12,4,52,349,6,38,40,0,0,0,1,0,1
2559,10,10,5,135,872,9,25,-4,0,0,0,0,0,0
2560,-1,2,7,84,581,11,31,-4,0,0,0,0,0,0
2561,-11,1,7,131,622,5,6,-8,0,0,0,0,0,0
2562,14,5,5,112,794,6,19,15,0,0,0,0,0,0
2563,117,2,2,146,765,47,27,47,0,0,0,1,0,1
2564,-2,2,6,117,761,6,38,-5,0,0,0,0,0,0
2565,-5,3,4,87,590,5,12,-3,0,0,0,0,0,0
2566,147,1,4,41,116,5,155,-4,0,0,0,1,0,0
2567,-15,10,6,41,282,3,11,-5,0,0,0,0,0,0
2568,-16,6,5,124,901,3,15,-6,0,0,0,0,0,0
2569,-6,7,4,70,429,12,12,-3,0,0,0,0,0,0
2570,27,3,5,137,938,6,59,0,0,0,0,1,0,0
2571,-14,4,3,43,278,5,18,-7,0,0,0,0,0,0
2572,3,10,5,129,911,8,13,-1,0,0,0,0,0,0
2573,-22,6,1,121,1026,4,15,-7,0,0,0,0,0,0
2574,-6,11,2,98,595,12,12,-7,0,0,0,0,0,0
2575,-1,6,5,49,258,5,11,4,0,0,0,0,0,0
2576,-9,8,6,107,794,5,12,-9,0,0,0,0,0,0
2577,-10,9,2,54,296,10,18,-7,0,0,0,0,0,0
2578,7,5,4,88,616,7,9,13,0,0,0,0,0,0
2579,10,12,4,69,321,9,18,-5,0,0,0,0,0,0
2580,-12,11,4,117,787,9,14,-9,0,0,0,0,0,0
2581,0,11,1,74,426,10,16,0,0,0,0,0,0,0
2582,-8,7,2,33,152,10,14,-4,0,0,0,0,0,0
2583,12,11,7,49,248,3,12,8,0,0,0,0,0,0
2584,12,3,5,133,846,7,17,-1,0,0,0,0,0,0
2585,5,12,4,113,677,7,8,2,0,0,0,0,0,0
2586,-1,1,6,143,984,4,24,3,0,0,0,0,0,0
2587,16,12,5,64,478,6,5,31,0,1,0,0,0,1
2588,11,4,3,135,862,12,14,-5,0,0,0,0,0,0
2589,0,3,1,147,946,8,12,3,0,0,0,0,0,0
2590,-9,5,6,32,120,10,15,-9,0,0,0,0,0,0
2591,71,9,2,152,1050,7,39,24,0,0,1,1,0,1
2592,-14,5,6,90,588,6,14,-9,0,0,0,0,0,0
2593,-17,4,7,93,597,7,9,-1,0,0,0,0,0,0
2594,1,9,7,33,109,8,12,-2,0,0,0,0,0,0
2595,16,7,3,49,349,8,12,20,0,1,0,0,0,0
2596,-19,3,6,39,196,4,24,-11,0,0,0,0,0,0
2597,-5,8,7,54,326,7,15,-5,0,0,0,0,0,0
2598,-4,10,1,80,481,6,15,-4,0,0,0,0,0,0
2599,-4,9,7,64,395,6,8,-2,0,0,0,0,0,0
2600,-16,9,3,32,184,8,14,-5,0,0,0,0,0,0
2601,-10,9,3,133,954,3,13,-7,0,0,0,0,0,0
2602,-9,5,2,36,222,5,20,-7,0,0,0,0,0,0
2603,-11,9,3,60,424,7,20,-5,0,0,0,0,0,0
2604,-3,12,3,282,1927,5,16,-4,0,0,0,0,0,0
2605,2,10,3,61,389,3,6,12,0,0,0,0,0,0
2606,19,5,5,83,411,7,15,0,0,0,0,1,0,0
2607,28,6,2,54,366,3,34,20,0,1,0,1,0,1
2608,-1,9,2,49,270,8,15,-2,0,0,0,0,0,0
2609,-25,4,2,131,992,6,10,-2,0,0,0,0,0,0
2610,-11,12,3,117,880,6,12,-9,0,0,0,0,0,0
2611,-2,1,1,189,1521,4,15,-5,0,0,0,0,0,0
2612,-10,2,1,177,1231,4,12,-3,0,0,0,0,0,0
2613,-12,7,7,64,405,7,16,-5,0,0,0,0,0,0
2614,53,7,3,237,1504,7,12,46,0,0,0,1,0,0
2615,10,3,4,107,806,6,26,-4,0,0,0,0,0,0
2616,18,9,3,48,296,3,9,23,0,1,0,0,0,0
2617,14,8,2,64,407,7,36,-3,0,0,0,0,0,0
2618,-5,7,2,60,402,14,13,-7,0,0,0,0,0,0
2619,14,5,3,105,692,5,21,14,0,0,0,0,0,0
2620,7,12,5,130,994,8,14,12,0,0,0,0,0,0
2621,-1,7,7,41,197,5,12,1,0,0,0,0,0,0
2622,9,11,2,63,222,3,16,-10,0,0,0,0,0,0
2623,32,12,6,42,231,6,56,8,0,1,0,1,0,0
2624,18,2,4,74,448,5,28,11,0,1,0,1,0,0
2625,31,11,1,135,665,10,30,-5,0,0,0,1,0,0
2626,-3,6,1,258,2125,5,18,9,0,0,0,0,0,0
2627,-23,7,7,256,2133,7,14,-3,0,0,0,0,0,0
2628,-2,6,2,60,370,11,12,-3,0,0,0,0,0,0
2629,38,7,4,49,199,9,7,45,0,1,0,0,0,0
2630,-15,9,2,82,588,6,10,-3,0,0,0,0,0,0
2631,49,12,7,64,438,7,17,52,0,0,0,0,0,1
2632,-11,5,2,94,651,8,10,-7,0,0,0,0,0,0
2633,20,8,6,29,177,6,17,23,0,1,0,0,0,0
2634,1,2,6,92,601,4,14,1,0,0,0,0,0,0
2635,124,4,5,58,326,19,30,105,0,0,0,1,0,1
2636,8,4,6,39,261,4,27,-3,0,0,0,0,0,0
2637,-5,3,5,46,255,4,11,-1,0,0,0,0,0,0
2638,-8,11,3,29,109,5,13,0,0,0,0,0,0,0
2639,7,7,4,53,223,4,15,4,0,0,0,0,0,0
2640,-1,4,5,117,744,5,19,-7,0,0,0,0,0,0
2641,5,2,1,156,1185,7,17,0,0,0,0,0,0,0
2642,-3,12,3,93,621,6,8,0,0,0,0,0,0,0
2643,34,2,5,216,1844,3,13,47,0,0,1,0,0,0
2644,-16,6,2,46,256,7,10,-4,0,0,0,0,0,0
2645,-10,10,4,119,846,8,13,-4,0,0,0,0,0,0
2646,-6,5,6,129,871,3,14,-5,0,0,0,0,0,0
2647,-3,11,3,93,585,4,19,0,0,0,0,0,0,0
2648,-4,7,6,48,254,7,12,-6,0,0,0,0,0,0
2649,20,4,4,193,1400,9,34,14,0,1,0,1,0,0
2650,-12,11,3,48,256,7,11,-3,0,0,0,0,0,0
2651,5,6,3,119,696,9,7,-7,0,0,0,0,0,0
2652,1,7,2,55,209,7,26,-8,0,0,0,0,0,0
2653,3,5,3,49,213,7,28,0,0,0,0,0,0,0
2654,3,6,2,25,102,2,15,0,0,0,0,0,0,0
2655,-11,4,3,187,1372,34,12,-3,0,0,0,0,0,0
2656,-26,3,7,107,861,3,10,4,0,0,0,0,0,0
2657,59,12,1,117,770,4,11,71,0,0,0,0,0,1
2658,-11,11,7,152,1044,6,14,-7,0,0,0,0,0,0
2659,28,11,1,78,406,13,12,22,0,0,0,1,0,1
2660,73,11,5,242,1999,2,11,73,0,1,0,0,0,0
2661,-8,5,2,96,668,9,23,-1,0,0,0,0,0,0
2662,-11,1,1,96,569,5,19,0,0,0,0,0,0,0
2663,-33,4,4,259,2425,9,14,0,0,0,0,0,0,0
2664,8,9,1,57,301,8,11,10,0,0,0,0,0,0
2665,-18,2,1,107,828,7,6,-3,0,0,0,0,0,0
2666,-8,2,6,52,356,3,10,5,0,0,0,0,0,0
2667,-32,7,5,141,892,7,19,-7,0,0,0,0,0,0
2668,-5,10,2,85,633,3,22,-2,0,0,0,0,0,0
2669,-9,5,3,38,264,5,9,-6,0,0,0,0,0,0
2670,-7,8,5,184,1389,14,29,-4,0,0,0,0,0,0
2671,5,3,7,55,352,18,8,-2,0,0,0,0,0,0
2672,27,12,1,130,837,6,8,33,0,1,0,0,0,0
2673,15,3,7,56,308,3,17,9,0,1,0,1,0,1
2674,-6,5,4,90,529,6,21,0,0,0,0,0,0,0
2676,8,3,5,22,116,9,37,7,0,0,0,0,0,0
2678,-16,2,4,196,1440,8,13,-1,0,0,0,0,0,0
2679,13,2,6,230,1587,5,32,-1,0,0,0,0,0,0
2680,1,6,5,124,892,5,38,-11,0,0,0,0,0,0
2681,5,6,6,65,334,8,30,-11,0,0,0,0,0,0
2682,-24,5,7,209,1865,6,15,0,0,0,0,0,0,0
2683,-17,6,6,123,989,8,7,0,0,0,0,0,0,0
2684,-18,8,6,93,626,15,9,-5,0,0,0,0,0,0
2685,15,12,1,67,404,6,34,14,0,1,0,1,0,0
2686,-5,6,7,53,341,14,9,-6,0,0,0,0,0,0
2687,27,8,7,100,745,10,76,19,0,0,0,1,0,0
2688,-12,6,2,51,331,4,15,-4,0,0,0,0,0,0
2689,12,11,5,76,414,5,17,5,0,0,0,0,0,0
2690,-17,1,3,61,328,4,9,-10,0,0,0,0,0,0
2691,-6,4,4,99,679,9,25,-10,0,0,0,0,0,0
2693,-4,10,5,46,272,14,15,-4,0,0,0,0,0,0
2694,-27,11,5,119,1033,8,8,-5,0,0,0,0,0,0
2695,-1,3,2,46,229,12,7,-1,0,0,0,0,0,0
2696,32,5,1,116,861,6,31,25,0,1,0,1,0,0
2697,-20,7,4,287,2466,6,13,-9,0,0,0,0,0,0
2698,-13,7,3,29,147,3,9,-6,0,0,0,0,0,0
2699,-9,6,4,44,224,5,12,2,0,0,0,0,0,0
2700,-7,4,1,85,529,6,26,-10,0,0,0,0,0,0
2701,7,12,3,156,984,10,19,-3,0,0,0,0,0,0
2702,15,1,4,174,1407,5,10,11,0,1,0,1,0,1
2703,6,6,2,138,1012,14,18,-4,0,0,0,0,0,0
2704,1,4,5,184,1504,4,27,-6,0,0,0,0,0,0
2705,-6,7,4,124,925,3,9,8,0,0,0,0,0,0
2706,-5,8,4,80,547,17,12,-2,0,0,0,0,0,0
2707,0,2,5,57,305,5,18,-1,0,0,0,0,0,0
2708,-13,6,1,81,594,5,19,-2,0,0,0,0,0,0
2709,-2,10,7,137,1055,8,13,-2,0,0,0,0,0,0
2710,-15,11,3,101,740,5,16,0,0,0,0,0,0,0
2711,-10,11,2,48,304,2,5,0,0,0,0,0,0,0
2712,-18,6,5,235,2089,5,25,0,0,0,0,0,0,0
2713,-9,10,3,23,106,8,7,-5,0,0,0,0,0,0
2714,11,7,2,65,373,17,19,-1,0,0,0,0,0,0
2716,-6,2,5,34,129,4,10,-7,0,0,0,0,0,0
2717,21,12,4,88,481,14,31,-1,0,0,0,1,0,0
2718,-27,5,7,83,703,3,23,-1,0,0,0,0,0,0
2719,-7,1,3,94,547,9,14,-4,0,0,0,0,0,0
2721,-21,2,2,40,228,6,7,-4,0,0,0,0,0,0
2722,-10,4,4,69,406,9,8,-4,0,0,0,0,0,0
2723,-4,12,2,37,196,3,20,-3,0,0,0,0,0,0
2724,-18,2,5,55,239,5,15,-5,0,0,0,0,0,0
2725,51,3,4,280,1829,6,30,18,0,0,0,1,0,1
2726,-18,8,2,42,199,9,26,0,0,0,0,0,0,0
2727,71,9,4,80,529,11,108,-8,0,0,0,1,0,0
2728,37,12,6,147,1035,5,74,-1,0,0,0,1,0,0
2729,26,9,5,45,191,3,15,30,0,1,0,0,0,0
2730,-6,7,2,74,505,6,21,-2,0,0,0,0,0,0
2731,6,2,6,154,954,3,15,7,0,0,0,0,0,0
2732,-13,2,7,119,972,4,11,-2,0,0,0,0,0,0
2733,-2,3,5,43,241,5,12,9,0,0,0,0,0,0
2734,-4,10,4,110,793,4,7,-5,0,0,0,0,0,0
2735,-7,8,7,119,888,3,7,4,0,0,0,0,0,0
2736,0,1,5,86,581,4,12,4,0,0,0,0,0,0
2737,-8,8,3,127,952,7,13,-2,0,0,0,0,0,0
2738,76,11,7,26,109,5,10,86,0,0,0,1,0,1
2739,-7,7,2,95,679,9,17,-5,0,0,0,0,0,0
2740,-9,4,1,160,1334,5,13,-2,0,0,0,0,0,0
2741,6,11,2,62,456,11,14,21,0,0,0,0,0,0
2742,7,5,3,73,495,4,11,9,0,0,0,0,0,0
2743,87,12,3,125,903,18,20,97,0,0,0,0,0,1
2744,-4,6,3,42,214,13,11,-5,0,0,0,0,0,0
2745,-9,4,4,79,547,10,15,-1,0,0,0,0,0,0
2746,4,9,5,134,1011,7,9,2,0,0,0,0,0,0
2747,-1,12,4,58,373,4,9,-3,0,0,0,0,0,0
2748,-17,1,2,40,223,8,10,-5,0,0,0,0,0,0
2749,2,5,1,111,680,9,12,-6,0,0,0,0,0,0
2750,3,5,2,262,1900,6,15,0,0,0,0,0,0,0
2751,-8,8,6,108,862,9,14,0,0,0,0,0,0,0
2752,-6,8,6,251,2125,8,10,9,0,0,0,0,0,0
2753,-2,5,7,82,629,10,21,1,0,0,0,0,0,0
2754,3,4,6,74,448,8,15,-2,0,0,0,0,0,0
2755,-23,11,7,143,920,4,10,-5,0,0,0,0,0,0
2756,50,11,2,53,187,28,29,30,0,1,0,1,0,0
2757,2,11,3,105,745,14,23,-5,0,0,0,0,0,0
2758,17,3,7,189,1192,28,14,-9,0,0,0,1,0,0
2759,5,5,5,41,251,6,16,9,0,0,0,0,0,0
2760,63,4,3,70,453,6,16,64,0,1,0,0,0,0
2761,19,1,1,65,329,5,16,14,0,1,0,1,0,1
2764,-18,8,2,154,1166,4,10,-1,0,0,0,0,0,0
2765,-29,11,3,118,925,5,13,1,0,0,0,0,0,0
2766,109,9,1,75,533,10,6,118,0,0,0,0,0,1
2767,-3,2,6,136,1107,5,12,14,0,0,0,0,0,0
2768,-21,3,1,40,224,1,9,-7,0,0,0,0,0,0
2769,-19,7,2,63,273,3,15,-7,0,0,0,0,0,0
2770,-17,6,3,54,286,6,15,-6,0,0,0,0,0,0
2771,28,3,2,91,644,8,49,0,0,0,0,1,0,0
2772,-1,10,3,48,296,6,23,-3,0,0,0,0,0,0
2773,-4,1,6,75,538,5,14,2,0,0,0,0,0,0
2774,-9,9,3,129,946,22,12,-5,0,0,0,0,0,0
2775,52,12,3,133,862,2,17,25,0,1,0,1,0,1
2776,4,5,5,29,163,5,9,4,0,0,0,0,0,0
2777,-8,5,3,134,874,5,29,-6,0,0,0,0,0,0
2778,-4,9,3,168,1127,7,12,-6,0,0,0,0,0,0
2779,-15,2,4,118,861,3,10,-1,0,0,0,0,0,0
2780,-3,7,5,135,938,6,11,3,0,0,0,0,0,0
2781,-19,1,5,46,230,2,14,-5,0,0,0,0,0,0
2782,0,6,2,59,316,3,20,-9,0,0,0,0,0,0
2783,19,3,3,210,1750,4,9,26,0,1,0,0,0,1
2784,30,11,5,281,2462,8,15,56,0,1,0,0,0,0
2785,-17,4,4,51,403,5,15,-3,0,0,0,0,0,0
2786,-18,12,6,35,199,4,4,-13,0,0,0,0,0,0
2787,-6,1,3,72,463,4,12,-9,0,0,0,0,0,0
2788,77,4,7,184,1605,5,13,97,0,1,0,0,0,0
2789,-25,4,3,95,689,5,13,-6,0,0,0,0,0,0
2790,-18,9,1,43,197,5,11,-4,0,0,0,0,0,0
2791,-25,8,6,118,821,5,16,-3,0,0,0,0,0,0
2792,21,7,4,52,337,5,13,21,0,1,0,0,0,0
2793,28,4,5,112,693,18,11,12,0,1,0,1,0,0
2794,-10,11,1,114,787,11,8,-8,0,0,0,0,0,0
2795,-12,6,5,47,226,5,10,-6,0,0,0,0,0,0
2796,-11,9,3,112,787,6,13,0,0,0,0,0,0,0
2797,-9,11,2,23,110,6,11,-3,0,0,0,0,0,0
2798,113,8,7,62,448,3,12,121,0,0,0,0,0,1
2799,-21,9,3,102,749,5,6,0,0,0,0,0,0,0
2800,-5,11,1,50,224,6,8,-4,0,0,0,0,0,0
2801,-3,10,4,64,374,6,11,0,0,0,0,0,0,0
2802,31,12,5,135,1033,31,12,4,0,0,0,1,0,1
2803,-2,1,1,142,1216,6,26,3,0,0,0,0,0,0
2804,-1,9,3,207,1756,4,18,-5,0,0,0,0,0,0
2805,-12,8,6,106,706,16,13,-4,0,0,0,0,0,0
2806,-2,1,7,26,163,5,11,-4,0,0,0,0,0,0
2807,75,6,1,91,541,5,66,28,0,0,0,1,0,0
2808,2,3,4,41,261,6,22,0,0,0,0,0,0,0
2809,-2,8,3,22,102,5,6,-5,0,0,0,0,0,0
2810,21,10,1,185,1389,5,44,1,0,0,0,1,0,0
2811,-4,7,6,37,140,9,10,-5,0,0,0,0,0,0
2812,-11,4,2,169,1156,3,11,-4,0,0,0,0,0,0
2813,-7,9,1,79,533,16,12,-2,0,0,0,0,0,0
2814,-9,2,4,76,636,2,9,4,0,0,0,0,0,0
2815,-10,3,2,355,2917,10,23,22,0,0,0,0,0,0
2816,14,11,1,141,852,21,17,-5,0,0,0,0,0,0
2817,-7,11,4,21,100,5,8,-4,0,0,0,0,0,0
2818,-19,4,1,145,1262,3,13,-5,0,0,0,0,0,0
2819,-17,4,3,76,500,9,10,-5,0,0,0,0,0,0
2820,-8,6,1,32,180,4,6,0,0,0,0,0,0,0
2821,-14,7,7,108,828,7,8,-4,0,0,0,0,0,0
2822,-14,2,7,59,402,5,7,-6,0,0,0,0,0,0
2823,40,5,2,148,944,8,60,-1,0,0,0,1,0,0
2824,19,12,4,101,595,9,19,1,0,0,0,1,0,0
2825,7,7,2,38,226,4,24,6,0,0,0,0,0,0
2826,-17,3,7,157,1126,5,9,-3,0,0,0,0,0,0
2827,128,7,3,160,1201,5,19,126,0,1,0,1,0,0
2828,-6,2,7,106,759,5,15,-4,0,0,0,0,0,0
2829,97,3,1,112,952,8,23,105,0,1,0,0,0,0
2830,58,5,4,30,175,4,16,63,0,1,0,0,0,1
2831,-6,6,3,33,163,4,20,-1,0,0,0,0,0,0
2832,-3,11,6,42,259,6,30,-8,0,0,0,0,0,0
2833,-20,11,1,160,1171,3,10,-3,0,0,0,0,0,0
2834,6,6,4,37,193,5,16,3,0,0,0,0,0,0
2835,-6,9,2,65,441,2,8,-1,0,0,0,0,0,0
2836,17,3,3,199,1536,6,45,3,0,0,0,1,0,0
2837,-6,9,2,81,512,5,23,-5,0,0,0,0,0,0
2838,107,1,4,51,293,2,7,112,0,1,0,0,0,1
2839,4,2,5,285,1989,9,40,20,0,0,0,0,0,0
2840,-3,10,2,79,479,3,8,-3,0,0,0,0,0,0
2841,-30,4,3,60,457,4,5,-4,0,0,0,0,0,0
2842,-32,11,4,225,1562,9,12,-8,0,0,0,0,0,0
2843,-1,6,2,59,376,3,12,-2,0,0,0,0,0,0
2844,-3,6,7,122,733,5,10,0,0,0,0,0,0,0
2845,-5,3,6,47,256,6,17,-3,0,0,0,0,0,0
2846,147,6,1,132,913,9,52,106,0,1,0,1,0,1
2847,-21,6,5,150,1137,5,9,-5,0,0,0,0,0,0
2848,-11,5,3,77,533,4,9,-1,0,0,0,0,0,0
2849,-16,2,1,113,834,8,13,-5,0,0,0,0,0,0
2850,-12,9,1,89,763,5,18,-1,0,0,0,0,0,0
2852,218,2,5,100,599,11,21,223,0,1,0,0,0,0
2853,6,6,6,62,370,8,14,7,0,0,0,0,0,0
2854,-6,2,5,64,449,11,4,0,0,0,0,0,0,0
2855,-15,9,5,140,1024,4,15,1,0,0,0,0,0,0
2856,37,5,1,38,204,4,4,39,0,0,1,0,0,0
2857,7,11,6,137,1028,10,27,-5,0,0,0,0,0,0
2858,57,4,3,325,2565,8,53,60,0,1,0,0,0,1
2859,34,6,2,382,2611,9,16,-3,0,0,0,1,0,0
2860,-14,10,3,181,1589,7,13,-4,0,0,0,0,0,0
2861,-7,8,4,216,1900,8,27,7,0,0,0,0,0,0
2862,-3,12,2,82,589,9,9,5,0,0,0,0,0,0
2863,11,11,4,66,386,6,15,4,0,0,0,0,0,0
2864,10,8,5,84,605,11,13,5,0,0,0,0,0,0
2865,-22,9,6,82,669,6,18,-5,0,0,0,0,0,0
2866,113,3,1,101,522,8,28,86,0,0,0,1,0,0
2867,24,6,5,63,437,5,7,29,0,1,0,0,0,0
2868,-2,9,3,35,200,4,19,-1,0,0,0,0,0,0
2869,-14,2,7,159,1111,2,8,-3,0,0,0,0,0,0
2870,-6,9,5,45,302,25,7,-10,0,0,0,0,0,0
2871,-3,11,2,96,546,4,6,-4,0,0,0,0,0,0
2872,74,5,5,314,2454,20,55,17,0,0,0,1,0,0
2873,-10,3,1,111,906,10,13,3,0,0,0,0,0,0
2874,63,8,2,87,641,6,12,74,0,1,0,0,0,1
2875,11,5,1,97,733,3,14,22,0,0,0,0,0,0
2877,1,7,4,51,200,4,11,-1,0,0,0,0,0,0
2878,-5,4,4,68,262,4,8,-5,0,0,0,0,0,0
2879,-5,6,7,89,588,8,11,2,0,0,0,0,0,0
2880,-12,12,4,234,1569,4,22,1,0,0,0,0,0,0
2881,17,10,5,64,403,3,14,16,0,1,0,1,0,1
2882,0,11,1,80,571,3,9,15,0,0,0,0,0,0
2883,28,5,3,228,1609,6,11,31,0,1,0,0,0,1
2884,-6,9,3,94,641,6,11,-6,0,0,0,0,0,0
2885,-10,7,2,55,342,6,15,-6,0,0,0,0,0,0
2886,-5,4,2,89,601,4,12,1,0,0,0,0,0,0
2887,10,9,2,99,745,8,10,24,0,0,0,0,0,0
2889,-4,11,3,236,1984,3,9,3,0,0,0,0,0,0
2890,-13,2,4,46,155,10,9,-11,0,0,0,0,0,0
2891,6,5,1,68,403,6,14,8,0,0,0,0,0,0
2893,54,2,5,52,374,8,11,61,0,1,0,0,0,1
2894,-1,6,7,47,296,4,7,6,0,0,0,0,0,0
2895,31,12,4,54,200,7,37,-3,0,0,0,1,0,0
2896,198,1,4,39,248,3,14,202,0,1,0,0,0,1
2897,-9,8,1,197,1557,5,9,0,0,0,0,0,0,0
2898,15,1,4,96,665,9,27,8,0,1,0,1,0,0
2899,25,10,2,177,1464,10,32,10,0,0,0,1,0,1
2900,10,4,5,48,328,3,14,20,0,0,0,0,0,0
2901,-17,4,2,60,395,3,12,-5,0,0,0,0,0,0
2902,-16,12,1,294,2556,9,18,-8,0,0,0,0,0,0
2903,0,7,7,60,356,9,10,0,0,0,0,0,0,0
2904,18,4,2,63,432,28,15,-3,0,0,0,1,0,0
2905,-9,1,4,124,957,12,23,-7,0,0,0,0,0,0
2906,-12,11,5,60,417,2,8,-2,0,0,0,0,0,0
2907,1,7,7,70,408,8,10,-1,0,0,0,0,0,0
2908,80,1,4,181,1249,3,16,98,0,1,0,0,0,1
2909,1,1,1,109,753,6,18,4,0,0,0,0,0,0
2910,3,11,5,143,984,13,13,-5,0,0,0,0,0,0
2911,-6,8,5,81,588,3,9,6,0,0,0,0,0,0
2912,5,11,5,325,2454,8,25,32,0,0,0,0,0,0
2913,-6,12,2,56,358,2,9,7,0,0,0,0,0,0
2914,-5,2,3,75,496,1,8,1,0,0,0,0,0,0
2915,1,9,1,149,1050,6,13,-2,0,0,0,0,0,0
2916,1,10,5,44,281,3,19,0,0,0,0,0,0,0
2917,22,3,1,118,1055,8,14,42,0,0,1,0,0,1
2918,43,6,6,82,605,2,18,48,0,1,0,0,0,0
2919,-13,4,1,61,430,10,14,-2,0,0,0,0,0,0
2920,45,2,1,125,802,13,11,49,0,0,0,0,0,1
2921,1,3,5,31,134,6,9,0,0,0,0,0,0,0
2922,-1,10,7,126,895,9,14,-9,0,0,0,0,0,0
2923,-8,4,2,224,1588,4,10,4,0,0,0,0,0,0
2924,-9,7,1,177,1307,6,19,-9,0,0,0,0,0,0
2925,-11,5,5,58,403,3,13,-3,0,0,0,0,0,0
2926,57,4,3,65,483,4,14,63,0,1,0,0,0,0
2927,-7,1,4,23,100,4,3,-5,0,0,0,0,0,0
2928,122,3,6,89,485,2,12,130,0,0,1,0,0,0
2929,20,3,6,22,98,4,11,32,0,1,0,0,0,0
2930,17,5,4,23,120,6,18,10,0,1,0,1,0,0
2931,-3,6,4,106,733,8,15,-2,0,0,0,0,0,0
2932,-9,11,6,125,787,4,8,-1,0,0,0,0,0,0
2933,-8,12,4,263,2704,4,28,32,0,0,0,0,0,0
2934,12,2,7,163,1074,14,17,-6,0,0,0,0,0,0
2935,-16,11,6,295,2576,10,10,-7,0,0,0,0,0,0
2936,-15,3,7,61,426,11,8,-5,0,0,0,0,0,0
2937,-1,2,4,72,383,11,5,-4,0,0,0,0,0,0
2938,-2,1,2,153,956,6,11,8,0,0,0,0,0,0
2940,50,12,5,28,148,5,6,56,0,0,0,0,0,1
2941,-11,12,3,61,280,5,11,-9,0,0,0,0,0,0
2942,-8,7,5,30,109,3,9,-3,0,0,0,0,0,0
2943,19,6,6,285,2079,6,23,2,0,0,0,1,0,0
2944,-15,7,4,195,1721,9,18,-8,0,0,0,0,0,0
2945,-4,1,4,78,526,6,16,-3,0,0,0,0,0,0
2946,3,4,4,70,425,3,18,0,0,0,0,0,0,0
2948,2,7,3,72,430,8,16,-1,0,0,0,0,0,0
2949,-6,4,6,108,946,9,28,-3,0,0,0,0,0,0
2950,-9,8,7,60,383,10,22,-9,0,0,0,0,0,0
2951,10,2,1,90,542,22,7,-4,0,0,0,0,0,0
2952,25,6,7,146,872,8,20,0,0,0,0,1,0,0
2953,-4,8,3,89,528,12,14,-4,0,0,0,0,0,0
2954,-5,10,5,106,759,5,9,1,0,0,0,0,0,0
2955,-11,12,1,48,325,2,7,-3,0,0,0,0,0,0
2956,22,2,4,80,534,9,13,32,0,0,1,0,0,0
2957,3,12,4,53,185,7,20,-3,0,0,0,0,0,0
2958,40,7,4,154,1005,6,21,38,0,0,0,1,0,0
2959,26,10,2,59,328,5,14,30,0,1,0,0,0,0
2960,70,6,4,74,423,9,8,65,0,0,0,1,0,1
2961,-9,11,3,49,304,5,11,1,0,0,0,0,0,0
2962,-16,7,3,28,139,14,13,-17,0,0,0,0,0,0
2963,-6,3,6,236,1745,9,17,0,0,0,0,0,0,0
2964,2,5,6,59,337,13,14,-2,0,0,0,0,0,0
2965,-20,10,7,49,235,3,8,-5,0,0,0,0,0,0
2966,7,8,6,204,1533,5,12,-6,0,0,0,0,0,0
2967,12,4,1,282,2585,5,21,19,0,0,0,0,0,0
2968,-13,8,7,62,353,4,9,-5,0,0,0,0,0,0
2969,-29,12,4,276,1989,4,33,-4,0,0,0,0,0,0
2970,38,8,6,84,570,4,69,-5,0,0,0,1,0,0
2971,6,7,6,249,1829,4,21,6,0,0,0,0,0,0
2972,-17,7,7,69,448,6,6,-3,0,0,0,0,0,0
2973,-2,9,4,143,992,4,11,-5,0,0,0,0,0,0
2974,-7,4,2,51,325,5,7,0,0,0,0,0,0,0
2975,-11,2,3,139,880,3,9,-7,0,0,0,0,0,0
2976,11,5,2,60,333,2,7,7,0,0,0,0,0,0
2977,3,6,6,140,1050,9,21,0,0,0,0,0,0,0
2978,-16,12,1,40,211,11,13,-10,0,0,0,0,0,0
2979,-17,9,7,45,229,10,13,-2,0,0,0,0,0,0
2980,47,12,6,81,497,6,43,15,0,1,0,1,0,0
2981,5,5,7,133,984,3,18,0,0,0,0,0,0,0
2982,0,8,3,44,237,3,16,-3,0,0,0,0,0,0
2983,-1,1,3,213,1302,8,21,-3,0,0,0,0,0,0
2984,-8,7,2,33,162,6,8,0,0,0,0,0,0,0
2985,-4,5,3,42,129,3,6,-5,0,0,0,0,0,0
